,Marca:,Modelo Base:,Versão:,Ano:,Combustível:,Propulsão:,Configuração:,Garantia:,Lugares:,Portas:,Porte:,Procedência:,Valor FIPE:,Alimentação:,Aspiração:,Cilindrada:,Cilindros:,Comando de Válvulas:,Curso do Pistão:,Diâmetro do Cilindro:,Disposição:,Instalação:,Peso-Potência:,Peso-Torque:,Potência Específica:,Potência Máxima:,Razão de Compressão:,Torque Específico:,Torque Máximo:,Válvulas por Cilindro:,Variação do Comando:,Aceleração 0-100 km/h:,Velocidade Máxima:,Consumo Rodoviário (Gasolina):,Consumo Urbano (Gasolina):,Autonomia Rodoviária (Gasolina):,Autonomia Urbana (Gasolina):,Acoplamento:,Câmbio:,Quantidade de Marchas:,Tração:,Altura do Flanco:,Pneus Dianteiros:,Pneus Traseiros:,Freios Dianteiros:,Freios Traseiros:,Suspensão Dianteira:,Elemento Elástico da Suspensão:,Suspensão Traseira:,Assistência de Direção:,Diâmetro Mínimo de Giro:,Altura:,Bitola Dianteira:,Bitola Traseira:,Comprimento:,Distância entre Eixos:,Largura:,Peso:,Porta-Malas:,Tanque de Combustível:,Área Frontal:,Área Frontal Corrigida:,Coeficiente de Arrasto:,url,id,Plataforma:,Rotação de Potência Máxima:,Rotação de Torque Máximo:,Código do Câmbio:,Diâmetro de Giro:,Vão Livre do Solo:,Carga Útil:,Acionamento do Comando:,Observações:,Consumo Rodoviário (Diesel):,Consumo Urbano (Diesel):,Autonomia Rodoviária (Diesel):,Autonomia Urbana (Diesel):,Código do Motor:,Rotação Máxima:,Ângulo Central:,Ângulo de Entrada:,Ângulo de Saída:,Reboque com Freio:,Reboque sem Freio:,Geração:,Série:,Cilindrada unitária:,Tuchos:,Pneu Estepe:,Altura mínima do solo:,Autonomia:,Capacidade de Bateria:,Consumo Elétrico:,Potência:,Potência Combinada:,Torque:,Torque Combinado:,Autonomia Elétrica:,Velocidade Máxima (Modo Elétrico):,Consumo Rodoviário:,Consumo Urbano:,Autonomia Rodoviária:,Autonomia Urbana:,Porta-Malas (5 Lugares):,Porta-Malas (7 Lugares):,Consumo Rodoviário (Álcool):,Consumo Urbano (Álcool):,Autonomia Rodoviária (Álcool):,Autonomia Urbana (Álcool):,Frenagem 0-100 km/h:,Rampa Máxima:,Travessia de Água:,Potência de recarga:,Porta-Malas (6 Lugares):,Inclinação Lateral Máxima:,Viscosidade do óleo:
788,Chery,Tiggo 7,Tiggo 7 Sport 1.5,2025,Flex,Combustão,SUV,5 anos,5,4,Médio,Nacional,R$ 125.687 (09/2024),Injeção multiponto,Turbocompressor,1499 cm³,4 em linha,Duplo no cabeçote,"80,5 mm",77 mm,Transversal,Dianteiro,"9,77 kg/cv","68,5 kg/kgfm","100,1 cv/litro",,"9,5:1","14,3 kgfm/litro",,4,Admissão,"10,7 s",180 km/h,"11,7 km/l",10 km/l,597 km,510 km,Conversor de torque,CVT,9,Dianteira,135 mm,225/60 R18,225/60 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1705 mm,1550 mm,1550 mm,4500 mm,2670 mm,1842 mm,1466 kg,525 litros,51 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,T1X,5500 rpm,1750 rpm,CVT25,11 m,,422 kg,Corrente,,,,,,SQRW4T15C,,,21 graus,27 graus,,,,,375 cm³,,125/80 R17,173 mm,,,,,,,,,,,,,,,,"8,3 km/l","6,9 km/l",423 km,352 km,"39,7 m",,600 mm,,,,
789,Chery,Tiggo 5x,Tiggo 5x Sport 1.5,2024,Flex,Combustão,SUV,3 anos,5,4,Compacto,Nacional,R$ 121.652 (09/2024),Injeção multiponto,Turbocompressor,1499 cm³,4 em linha,Duplo no cabeçote,"80,5 mm",77 mm,Transversal,Dianteiro,"9,68 kg/cv","67,9 kg/kgfm","100,1 cv/litro",,"9,5:1","14,3 kgfm/litro",,4,Admissão,"10,3 s",193 km/h,"11,5 km/l","9,9 km/l",587 km,505 km,Conversor de torque,CVT,9,Dianteira,129 mm,215/60 R17,215/60 R17,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1645 mm,1550 mm,1550 mm,4338 mm,2631 mm,1830 mm,1452 kg,340 litros,51 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,T1X,5500 rpm,1750 rpm,CVT25,11 m,,337 kg,Corrente,,,,,,SQRW4T15C,,,"23,4 graus","31,5 graus",,,,,375 cm³,,215/60 R17,150 mm,,,,,,,,,,,,,,,,"8,1 km/l","6,9 km/l",413 km,352 km,,,,,,,
790,Chery,Tiggo 5x,Tiggo 5x Pro Hybrid Max Drive 1.5,2024,Flex,Híbrido leve,SUV,3 anos,5,4,Compacto,Nacional,R$ 159.946 (09/2024),Injeção multiponto,Turbocompressor,1499 cm³,4 em linha,Duplo no cabeçote,"80,5 mm",77 mm,Transversal,Dianteiro,"9,69 kg/cv","67,9 kg/kgfm","100,1 cv/litro",150 cv (A),"9,5:1","14,3 kgfm/litro","21,4 kgfm (A)",4,Admissão,"9,2 s",193 km/h,"10,9 km/l","11,1 km/l",556 km,566 km,Conversor de torque,CVT,9,Dianteira,124 mm,225/55 R18,225/55 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1645 mm,1550 mm,1550 mm,4338 mm,2631 mm,1830 mm,1454 kg,330 litros,51 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,T1X,5500 rpm,1750 rpm,CVT25,11 m,,337 kg,Corrente,,,,,,SQRE4T15B,,,"23,4 graus","31,5 graus",,,,,375 cm³,,225/60 R17,150 mm,,,,10 cv (dianteiro),160 cv,"4,1 kgfm (dianteiro)","25,5 kgfm",,,,,,,,,"8,3 km/l","8,1 km/l",423 km,413 km,,,,,,,
791,Chery,Tiggo 5x,Tiggo 5x Pro 1.5,2024,Flex,Combustão,SUV,3 anos,5,4,Compacto,Nacional,,Injeção multiponto,Turbocompressor,1499 cm³,4 em linha,Duplo no cabeçote,"80,5 mm",77 mm,Transversal,Dianteiro,"9,68 kg/cv","67,9 kg/kgfm","100,1 cv/litro",,"9,5:1","14,3 kgfm/litro",,4,Admissão,"10,3 s",193 km/h,"11,5 km/l","9,9 km/l",587 km,505 km,Conversor de torque,CVT,9,Dianteira,124 mm,225/55 R18,225/55 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1645 mm,1550 mm,1550 mm,4338 mm,2631 mm,1830 mm,1452 kg,340 litros,51 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,T1X,5500 rpm,1750 rpm,CVT25,11 m,,337 kg,Corrente,,,,,,SQRW4T15C,,,"23,4 graus","31,5 graus",,,,,375 cm³,,225/60 R17,150 mm,,,,,,,,,,,,,,,,"8,1 km/l","6,9 km/l",413 km,352 km,,,,,,,
792,Chery,Tiggo 7,Tiggo 7 Pro Hybrid Max Drive 1.5,2024,Flex,Híbrido leve,SUV,3 anos,5,4,Médio,Nacional,R$ 172.800 (09/2024),Injeção multiponto,Turbocompressor,1499 cm³,4 em linha,Duplo no cabeçote,"80,5 mm",77 mm,Transversal,Dianteiro,"10,04 kg/cv","70,4 kg/kgfm","100,1 cv/litro",150 cv (A),"9,5:1","14,3 kgfm/litro","21,4 kgfm (A)",4,Admissão,"9,7 s",180 km/h,"11,2 km/l","11,1 km/l",571 km,566 km,Conversor de torque,CVT,9,Dianteira,135 mm,225/60 R18,225/60 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1705 mm,1550 mm,1550 mm,4500 mm,2670 mm,1842 mm,1506 kg,475 litros,51 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,T1X,5500 rpm,1750 rpm,CVT25,11 m,,399 kg,Corrente,,,,,,SQRE4T15B,,,21 graus,27 graus,,,,,375 cm³,,125/80 R17,173 mm,,,,10 cv (dianteiro),160 cv,"4,1 kgfm (dianteiro)","25,5 kgfm",,,,,,,,,"8,5 km/l","8,1 km/l",434 km,413 km,"39,7 m",,600 mm,,,,
793,Chery,Tiggo 8,Tiggo 8 Pro Hybrid 1.5,2024,Eletricidade/gasolina,Híbrido plug-in,SUV,3 anos,7,4,Grande,Importado,,Injeção multiponto,Turbocompressor,1499 cm³,4 em linha,Duplo no cabeçote,"80,5 mm",77 mm,Transversal,Dianteiro,"12,44 kg/cv","81,3 kg/kgfm","98,1 cv/litro",147 cv,"9,5:1","15,0 kgfm/litro","22,5 kgfm",4,Admissão,7 s,180 km/h,,,,,Conversor de torque,CVT,11,Dianteira,129 mm,235/55 R18,235/55 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1747 mm,,,4722 mm,2710 mm,1860 mm,1829 kg,,45 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,T1X,5500 rpm,1750 rpm,,Não informado,,499 kg,Corrente,,,,,,SQRE4T15C,,,20 graus,23 graus,,,,,375 cm³,,Kit de reparo e enchimento,212 mm,,"19,3 kWh",,75 cv (dianteiro),317 cv,"16,8 kgfm (dianteiro)","56,6 kgfm",54 km,,"10,9 km/l",11 km/l,491 km,495 km,650 litros,150 litros,,,,,,,450 mm,,,35 graus,
794,Chery,Tiggo 8,Tiggo 8 Max Drive 1.6,2024,Gasolina,Combustão,SUV,3 anos,7,4,Grande,Nacional,R$ 162.727 (09/2024),Injeção direta,Turbocompressor,1598 cm³,4 em linha,Duplo no cabeçote,"85,8 mm",77 mm,Transversal,Dianteiro,"8,56 kg/cv","57,1 kg/kgfm","117,0 cv/litro",187 cv,"9,9:1","17,5 kgfm/litro",28 kgfm,4,Admissão e escape,9 s,180 km/h,12 km/l,"10,1 km/l",612 km,515 km,Embreagem dupla banhada a óleo,Automatizado,7,Dianteira,129 mm,235/55 R18,235/55 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1705 mm,,,4700 mm,2710 mm,1860 mm,1600 kg,,51 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,T1X,5500 rpm,2000 rpm,7DCT300,Não informado,,670 kg,Corrente,,,,,,SQRF4J16,,,20 graus,23 graus,,,,,400 cm³,,125/80 R17,212 mm,,,,,,,,,,,,,,650 litros,150 litros,,,,,,,450 mm,,,35 graus,
795,Chery,Tiggo 8,Tiggo 8 Founders Edition 1.6,2024,Gasolina,Combustão,SUV,3 anos,7,4,Grande,Nacional,R$ 162.727 (09/2024),Injeção direta,Turbocompressor,1598 cm³,4 em linha,Duplo no cabeçote,"85,8 mm",77 mm,Transversal,Dianteiro,"8,56 kg/cv","57,1 kg/kgfm","117,0 cv/litro",187 cv,"9,9:1","17,5 kgfm/litro",28 kgfm,4,Admissão e escape,9 s,180 km/h,12 km/l,"10,1 km/l",612 km,515 km,Embreagem dupla banhada a óleo,Automatizado,7,Dianteira,129 mm,235/55 R18,235/55 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1705 mm,,,4700 mm,2710 mm,1860 mm,1600 kg,,51 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,T1X,5500 rpm,2000 rpm,7DCT300,Não informado,,670 kg,Corrente,,,,,,SQRF4J16,,,20 graus,23 graus,,,,,400 cm³,,125/80 R17,212 mm,,,,,,,,,,,,,,650 litros,150 litros,,,,,,,450 mm,,,35 graus,
796,Chery,Arrizo 6,Arrizo 6 Pro Hybrid 1.5,2023,Flex,Híbrido leve,Sedã,3 anos,5,4,Médio,Importado,R$ 149.005 (09/2024),Injeção multiponto,Turbocompressor,1499 cm³,4 em linha,Duplo no cabeçote,"80,5 mm",77 mm,Transversal,Dianteiro,"9,19 kg/cv","64,4 kg/kgfm","100,1 cv/litro",150 cv (A),"9,5:1","14,3 kgfm/litro","21,4 kgfm (A)",4,Admissão,9 s,190 km/h,"13,5 km/l","12,5 km/l",648 km,600 km,Conversor de torque,CVT,9,Dianteira,103 mm,205/50 R17,205/50 R17,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,Eixo de torção,Elétrica,,1493 mm,,,4642 mm,2650 mm,1814 mm,1378 kg,405 litros,48 litros,"2,3 m²","0,644 m²","0,28",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,M1X,5500 rpm,1750 rpm,CVT25,"11,3 m",,383 kg,Corrente,,,,,,SQRE4T15B,,,"14,8 graus","20,1 graus",,,,,375 cm³,,125/70 R16,148 mm,,,,10 cv (dianteiro),160 cv,"4,1 kgfm (dianteiro)","25,5 kgfm",,,,,,,,,"9,9 km/l","8,9 km/l",475 km,427 km,,,,,,,
797,Chery,Arrizo 6,Arrizo 6 Pro 1.5,2023,Flex,Combustão,Sedã,3 anos,5,4,Médio,Nacional,R$ 139.527 (09/2024),Injeção multiponto,Turbocompressor,1499 cm³,4 em linha,Duplo no cabeçote,"80,5 mm",77 mm,Transversal,Dianteiro,"9,09 kg/cv","63,7 kg/kgfm","100,1 cv/litro",,"9,5:1","14,3 kgfm/litro",,4,Admissão,"9,9 s",190 km/h,"13,4 km/l","10,6 km/l",643 km,509 km,Conversor de torque,CVT,9,Dianteira,103 mm,205/50 R17,205/50 R17,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,Eixo de torção,Elétrica,,1493 mm,,,4675 mm,2650 mm,1814 mm,1364 kg,570 litros,48 litros,"2,3 m²","0,644 m²","0,28",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,M1X,5500 rpm,4000 rpm,CVT25,"11,3 m",,397 kg,Corrente,,,,,,SQRE4T15B,,,"14,8 graus","20,1 graus",,,,,375 cm³,,125/70 R16,148 mm,,,,,,,,,,,,,,,,"9,2 km/l","7,4 km/l",442 km,355 km,,,,,,,
798,Chery,Tiggo 3x,Tiggo 3x Pro 1.0 Turbo,2022,Flex,Combustão,Hatch,3 anos,5,4,Compacto,Nacional,R$ 95.497 (09/2024),Injeção multiponto,Turbocompressor,cm³,3 em linha,Duplo no cabeçote,84 mm,71 mm,Transversal,Dianteiro,"12,2 kg/cv","73,0 kg/kgfm","102,3 cv/litro",102 cv (A),"9,5:1","17,2 kgfm/litro","17,1 kgfm (A)",4,Admissão e escape,"14,2 s",172 km/h,"12,2 km/l",,610 km,,Conversor de torque,CVT,9,Dianteira,113 mm,205/55 R16,205/55 R16,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,Eixo de torção,Elétrica,,1570 mm,,,4200 mm,2555 mm,1760 mm,1249 kg,420 litros,50 litros,"2,35 m²","0,893 m²","0,38",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,5500 rpm,2000 rpm,,"10,5 m",157 mm,386 kg,Corrente,,,,,,,,"22,5 graus","20,4 graus",31 graus,,,,,,,125/70 R16,,,,,,,,,,,,,,,,,"8,5 km/l","7,8 km/l",425 km,390 km,,,,,,,
799,Chery,Tiggo 3x,Tiggo 3x Plus 1.0 Turbo,2022,Flex,Combustão,Hatch,3 anos,5,4,Compacto,Nacional,R$ 91.058 (09/2024),Injeção multiponto,Turbocompressor,cm³,3 em linha,Duplo no cabeçote,84 mm,71 mm,Transversal,Dianteiro,"12,2 kg/cv","73,0 kg/kgfm","102,3 cv/litro",102 cv (A),"9,5:1","17,2 kgfm/litro","17,1 kgfm (A)",4,Admissão e escape,"14,2 s",172 km/h,"12,2 km/l",,610 km,,Conversor de torque,CVT,9,Dianteira,113 mm,205/55 R16,205/55 R16,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,Eixo de torção,Elétrica,,1570 mm,,,4200 mm,2555 mm,1760 mm,1249 kg,420 litros,50 litros,"2,35 m²","0,893 m²","0,38",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,5500 rpm,2000 rpm,,"10,5 m",157 mm,386 kg,Corrente,,,,,,,,"22,5 graus","20,4 graus",31 graus,,,,,,,125/70 R16,,,,,,,,,,,,,,,,,"8,5 km/l","7,8 km/l",425 km,390 km,,,,,,,
800,Chery,Tiggo 5x,Tiggo 5x Pro Hybrid 1.5,2023,Flex,Híbrido leve,SUV,3 anos,5,4,Compacto,Nacional,R$ 161.738 (09/2024),Injeção multiponto,Turbocompressor,1499 cm³,4 em linha,Duplo no cabeçote,"80,5 mm",77 mm,Transversal,Dianteiro,"9,69 kg/cv","67,9 kg/kgfm","100,1 cv/litro",150 cv (A),"9,5:1","14,3 kgfm/litro","21,4 kgfm (A)",4,Admissão,"9,2 s",193 km/h,"10,9 km/l","11,1 km/l",556 km,566 km,Conversor de torque,CVT,9,Dianteira,124 mm,225/55 R18,225/55 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1645 mm,1550 mm,1550 mm,4338 mm,2631 mm,1830 mm,1454 kg,330 litros,51 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,T1X,5500 rpm,1750 rpm,CVT25,11 m,,337 kg,Corrente,,,,,,,,,"23,4 graus","31,5 graus",,,,,375 cm³,,225/60 R17,150 mm,,,,10 cv (dianteiro),160 cv,"4,1 kgfm (dianteiro)","25,5 kgfm",,,,,,,,,"8,3 km/l","8,1 km/l",423 km,413 km,,,,,,,
801,Chery,Tiggo 5x,Tiggo 5x Pro 1.5 Turbo,2023,Flex,Combustão,SUV,3 anos,5,4,Compacto,Nacional,R$ 147.679 (09/2024),Injeção multiponto,Turbocompressor,1499 cm³,4 em linha,Duplo no cabeçote,"80,5 mm",77 mm,Transversal,Dianteiro,"9,7 kg/cv","67,9 kg/kgfm","100,1 cv/litro",,"9,5:1","14,3 kgfm/litro","21,4 kgfm (A)",4,Admissão,"10,3 s",193 km/h,"11,5 km/l","9,9 km/l",587 km,505 km,Conversor de torque,CVT,9,Dianteira,124 mm,225/55 R18,225/55 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1645 mm,1550 mm,1550 mm,4338 mm,2631 mm,1830 mm,1452 kg,340 litros,51 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,T1X,5500 rpm,1750 rpm,CVT25,11 m,150 mm,337 kg,Corrente,,,,,,SQRW4T15C,,,"23,4 graus","31,5 graus",,,,,,,225/60 R17,,,,,,,,,,,,,,,,,"8,1 km/l","6,9 km/l",413 km,352 km,,,,,,,
802,Chery,Tiggo 7,Tiggo 7 Pro Max Drive 1.6,2023,Gasolina,Combustão,SUV,3 anos,5,4,Médio,Nacional,R$ 188.239 (09/2024),Injeção direta,Turbocompressor,1598 cm³,4 em linha,Duplo no cabeçote,"85,8 mm",77 mm,Transversal,Dianteiro,"7,96 kg/cv","53,2 kg/kgfm","117,0 cv/litro",187 cv,"9,9:1","17,5 kgfm/litro",28 kgfm,4,Admissão e escape,"8,1 s",180 km/h,"11,7 km/l","9,9 km/l",597 km,505 km,Embreagem dupla banhada a óleo,Automatizado,7,Dianteira,135 mm,225/60 R18,225/60 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1705 mm,1550 mm,1550 mm,4500 mm,2670 mm,1842 mm,1489 kg,475 litros,51 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,T1X,5500 rpm,2000 rpm,7DCT300,11 m,,399 kg,Corrente,,,,,,SQRF4J16,,,21 graus,27 graus,,,,,400 cm³,,125/80 R17,173 mm,,,,,,,,,,,,,,,,,,,,"39,7 m",,600 mm,,,,
803,Chery,Tiggo 7,Tiggo 7 Pro Hybrid 1.5,2023,Flex,Híbrido leve,SUV,3 anos,5,4,Médio,Nacional,R$ 190.242 (09/2024),Injeção multiponto,Turbocompressor,1499 cm³,4 em linha,Duplo no cabeçote,"80,5 mm",77 mm,Transversal,Dianteiro,"10,04 kg/cv","70,4 kg/kgfm","100,1 cv/litro",150 cv (A),"9,5:1","14,3 kgfm/litro","21,4 kgfm (A)",4,Admissão,"9,7 s",180 km/h,"11,2 km/l","11,1 km/l",571 km,566 km,Conversor de torque,CVT,9,Dianteira,135 mm,225/60 R18,225/60 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1705 mm,1550 mm,1550 mm,4500 mm,2670 mm,1842 mm,1506 kg,475 litros,51 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,T1X,5500 rpm,1750 rpm,CVT25,11 m,,399 kg,Corrente,,,,,,,,,21 graus,27 graus,,,,,375 cm³,,125/80 R17,173 mm,,,,10 cv (dianteiro),160 cv,"4,1 kgfm (dianteiro)","25,5 kgfm",,,,,,,,,"8,5 km/l","8,1 km/l",434 km,413 km,"39,7 m",,600 mm,,,,
804,Chery,Tiggo 8,Tiggo 8 TXS Max Drive 1.6,2023,Gasolina,Combustão,SUV,3 anos,7,4,Grande,Nacional,R$ 202.073 (09/2024),Injeção direta,Turbocompressor,1598 cm³,4 em linha,Duplo no cabeçote,"85,8 mm",77 mm,Transversal,Dianteiro,"8,56 kg/cv","57,1 kg/kgfm","117,0 cv/litro",187 cv,"9,9:1","17,5 kgfm/litro",28 kgfm,4,Admissão e escape,9 s,180 km/h,12 km/l,"10,1 km/l",612 km,515 km,Embreagem dupla banhada a óleo,Automatizado,7,Dianteira,129 mm,235/55 R18,235/55 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1705 mm,,,4700 mm,2710 mm,1860 mm,1600 kg,,51 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,T1X,5500 rpm,2000 rpm,7DCT300,Não informado,,670 kg,Corrente,,,,,,SQRF4J16,,,20 graus,23 graus,,,,,400 cm³,,125/80 R17,212 mm,,,,,,,,,,,,,,650 litros,150 litros,,,,,,,450 mm,,,35 graus,
805,Chery,Tiggo 8,Tiggo 8 TXS 1.6 Turbo,2021,Gasolina,Combustão,SUV,3 anos,7,4,Médio,Nacional,R$ 138.477 (09/2024),Injeção direta,Turbocompressor,1598 cm³,4 em linha,"Duplo no cabeçote, corrente","85,8 mm",77 mm,Transversal,Dianteiro,"8,6 kg/cv","57,1 kg/kgfm","117,0 cv/litro",187 cv a 5500 rpm,"9,9:1","17,5 kgfm/litro",28 kgfm a 2000 rpm,4,Admissão e escape,9 s,180 km/h,12 km/l,"9,8 km/l",612 km,500 km,Embreagem dupla banhada a óleo,Automatizado,7,Dianteira,129 mm,235/55 R18,235/55 R18,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Elétrica,Não informado,1705 mm,,,4700 mm,2710 mm,1860 mm,1600 kg,,51 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,T1X,,,,,212 mm,670 kg,,,,,,,SQRF4J16,,,20 graus,23 graus,,,,,,,125/80 R17,,,,,,,,,,,,,,,500 litros,140 litros,,,,,,,450 mm,,,35 graus,
806,Chery,Tiggo 8,Tiggo 8 Founders Edition 1.6 Turbo,2023,Gasolina,Combustão,SUV,3 anos,7,4,Grande,Nacional,R$ 202.365 (09/2024),Injeção direta,Turbocompressor,1598 cm³,4 em linha,Duplo no cabeçote,"85,8 mm",77 mm,Transversal,Dianteiro,"8,6 kg/cv","57,1 kg/kgfm","117,0 cv/litro",187 cv,"9,9:1","17,5 kgfm/litro",28 kgfm,4,Admissão e escape,9 s,180 km/h,12 km/l,"10,1 km/l",612 km,515 km,Embreagem dupla banhada a óleo,Automatizado,7,Dianteira,129 mm,235/55 R18,235/55 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1705 mm,,,4700 mm,2710 mm,1860 mm,1600 kg,,51 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,T1X,5500 rpm,2000 rpm,7DCT300,Não informado,212 mm,670 kg,Corrente,,,,,,SQRF4J16,,,20 graus,23 graus,,,,,,,125/80 R17,,,,,,,,,,,,,,,500 litros,140 litros,,,,,,,450 mm,,,35 graus,
807,Chery,Arrizo 6,Arrizo 6 Pro 1.5 Turbo,2022,Flex,Combustão,Sedã,3 anos,5,4,Médio,Nacional,R$ 132.389 (09/2024),Injeção multiponto,Turbocompressor,1499 cm³,4 em linha,Duplo no cabeçote,"80,5 mm",77 mm,Transversal,Dianteiro,"9,1 kg/cv","63,7 kg/kgfm","100,1 cv/litro",150 cv (A) 147 cv (G) a 5500 rpm,"9,5:1","14,3 kgfm/litro","21,4 kgfm (A)",4,Admissão,"9,9 s",190 km/h,"13,3 km/l",,638 km,,Conversor de torque,CVT,9,Dianteira,103 mm,205/50 R17,205/50 R17,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,Eixo de torção,Elétrica,,1493 mm,,,mm,2650 mm,1814 mm,kg,570 litros,48 litros,"2,3 m²","0,644 m²","0,28",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,M1X,5500 rpm,4000 rpm,CVT25,"11,3 m",148 mm,397 kg,Corrente,,,,,,SQRE4T15B,,,"14,8 graus","20,1 graus",,,,,,,125/70 R16,,,,,,,,,,,,,,,,,"9,4 km/l","7,6 km/l",451 km,365 km,,,,,,,
808,Chery,Icar,Icar EQ1 Tech,2022,Eletricidade,Elétrico,Hatch,3 anos,4,2,Subcompacto,Importado,R$ 129.351 (09/2024),,,,,,,,,,"16,31 kg/cv","65,03 kg/kgfm",,,,,,,,"12,9 s",120 km/h,,,,,,Automático,1,Traseira,107 mm,165/65 R15,165/65 R15,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., McPherson",Elétrica,,1590 mm,,,3200 mm,2150 mm,1670 mm,995 kg,100 litros,,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,"9,1 m",,280 kg,,,,,,,,,,,,,,,,,,Kit de reparo e enchimento,120 mm,282 km,"30,8 kWh",,61 cv (traseiro),,"15,3 kgfm (traseiro)",,,,,,,,,,,,,,,,,,,,
809,Chery,Tiggo 2,Tiggo 2 Smile 1.5 AT,2022,Flex,Combustão,Hatch,3 anos,5,4,Compacto,Nacional,R$ 74.345 (09/2024),Injeção multiponto,Natural,1496 cm³,4 em linha,"Duplo no cabeçote, corrente","79,52 mm","77,4 mm",Transversal,Dianteiro,"11,0 kg/cv","84,6 kg/kgfm","76,9 cv/litro",115 cv (A) 110 cv (G) a 6000 rpm,"10,5:1","10,0 kgfm/litro","14,9 kgfm (A) 13,8 kgfm (G) a 2700 rpm",4,Admissão,15 s,170 km/h,"11,9 km/l",10 km/l,595 km,500 km,Conversor de torque,Automático,4,Dianteira,113 mm,205/55 R16,205/55 R16,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,Eixo de torção,Hidráulica,Não informado,1570 mm,,,4200 mm,2555 mm,1760 mm,1260 kg,420 litros,50 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,,186 mm,,,,,,,,,,,"23,9 graus","31,6 graus",,,,,,,,,,,,,,,,,,,,,,,,"8,2 km/l","6,9 km/l",410 km,345 km,,"16,7 graus",,,,,
